[00:09.980 --> 00:10.980]  Oh, nice.
[01:06:02.650 --> 01:06:10.250]  Like it depends on, you know, and even, you know, just your therapeutic index, like it's,
[01:06:10.250 --> 01:06:12.970]  you know, what are you trying to comp, you know, like what.
[01:06:13.530 --> 01:06:18.010]  And then consistency too, because if I get one that's, you know, minus five and then
[01:06:18.010 --> 01:06:22.170]  the next one in the box is plus seven, that's going to be hard.
[01:06:22.170 --> 01:06:29.610]  So, you know, is there anything specific that you're doing or that people can like focus
[01:06:29.610 --> 01:06:32.570]  on to try to do to be that consistent?
[01:06:32.570 --> 01:06:37.850]  Because again, when you're using this as medicine, consistency is key.
[01:06:37.850 --> 01:06:41.050]  That's why some of this shit in the rec market is.
[01:06:41.370 --> 01:06:41.870]  Yeah.
[01:06:42.490 --> 01:06:43.210]  So I don't know.
[01:06:43.210 --> 01:06:46.650]  Is there anything that you're trying to specifically do to be that accurate?
[01:06:48.970 --> 01:06:54.250]  My best advice that I can give people is to always make sure that you're testing your
[01:06:54.250 --> 01:06:57.610]  products, always make sure that you know your.
[01:06:59.450 --> 01:07:02.160]  Oh no, he froze.
[01:07:02.800 --> 01:07:06.240]  Oh no, it's that's like the gold bars.
[01:07:06.240 --> 01:07:07.120]  It's the worst time.
[01:07:07.120 --> 01:07:07.620]  No.
[01:07:08.160 --> 01:07:08.720]  Well, that's OK.
[01:07:09.040 --> 01:07:09.760]  Well, that's OK.
[01:07:09.760 --> 01:07:13.600]  Dr. Levy says he's going out to make a new pot of coffee.
[01:07:13.600 --> 01:07:14.160]  Don't bail.
[01:07:14.160 --> 01:07:15.360]  So, all right, go make your coffee.
[01:07:15.360 --> 01:07:16.480]  Oh, we're back, chef.
[01:07:16.480 --> 01:07:16.800]  All right.
[01:07:16.800 --> 01:07:18.000]  Sorry, you paused out there.
[01:07:19.120 --> 01:07:23.520]  But you were basically just, you know, make sure that you test, make sure that you test
[01:07:23.520 --> 01:07:24.020]  your stuff.
[01:07:25.680 --> 01:07:30.640]  Yes, make sure that you test your product that you're working with, whatever that may
[01:07:30.640 --> 01:07:32.560]  be for your cooking oils.
[01:07:33.440 --> 01:07:37.600]  And, you know, when you get your COAs, make sure that you're calculating appropriately.
[01:07:39.040 --> 01:07:44.320]  And you're doing the math and you make sure that your math is on point, because if it's
[01:07:44.320 --> 01:07:46.480]  not on point, then your calculations are off.
[01:07:46.480 --> 01:07:51.280]  And when we're talking about milligrams here, that's, you know, that's it's.
[01:07:51.760 --> 01:07:53.760]  Yeah, it's a really fine number.
[01:07:53.760 --> 01:07:55.280]  So it can make a big difference.
[01:07:55.280 --> 01:08:00.000]  I'm just saying five to 10 milligrams can be someone's dose and that can really make
[01:08:00.000 --> 01:08:01.680]  or break someone's day or evening.
[01:08:02.640 --> 01:08:09.440]  Yes, and I've erred on the plus side of that before I got my decimal point in the wrong
[01:08:09.440 --> 01:08:09.840]  spot.
[01:08:09.840 --> 01:08:14.160]  So I was meaning to make 10 milligram cookies, but I made 100 milligram cookies.
[01:08:14.160 --> 01:08:18.480]  I wasn't sad, but I figured it out before I had given them to anybody.
[01:08:18.480 --> 01:08:19.840]  So that was good on me.
[01:08:19.840 --> 01:08:21.040]  I was like, oh, wait a minute.
[01:08:21.680 --> 01:08:23.920]  Yeah, decimal point, just something that simple.
[01:08:24.560 --> 01:08:28.640]  But you're saying that, you know, whatever you're using, your infused product.
[01:08:28.640 --> 01:08:30.320]  So you had mentioned oil.
[01:08:30.400 --> 01:08:35.360]  If you're using that, have that tested, because then you truly have the number to put in the
[01:08:35.360 --> 01:08:40.400]  equation of divide about how many batches, how many cookies or whatever caramels in this
[01:08:40.400 --> 01:08:42.560]  case you're making versus that.
[01:08:42.560 --> 01:08:45.680]  So that's really kind of the key is like have that tested.
[01:08:45.680 --> 01:08:48.960]  And then you you're just working with real numbers after that, right?
[01:08:54.590 --> 01:08:54.990]  Right.
[01:08:54.990 --> 01:08:55.390]  Yeah.
[01:08:55.390 --> 01:08:57.310]  You know, don't be afraid of the calculator.
[01:08:57.310 --> 01:08:58.910]  It can be your friend, definitely.
[01:08:59.710 --> 01:09:07.310]  And if you're working with flour, like it's a little bit easier than 23.5 percent, and
[01:09:07.310 --> 01:09:12.350]  it's 235 milligrams per gram of flour.
[01:09:13.150 --> 01:09:23.230]  So like that's a pretty easy way out that just make sure that you're doing your math
[01:09:23.230 --> 01:09:27.390]  off of that, because you're doing your math before you decarboxylate.
[01:09:27.390 --> 01:09:34.430]  It's going to be a little bit different than you have to multiply it by 0.887 is the rate.
[01:09:37.230 --> 01:09:37.550]  Nice.
[01:09:38.910 --> 01:09:42.590]  And this math, too, you know, it's all available online, so definitely look it up.
[01:09:42.590 --> 01:09:48.990]  But that's, you know, an easy way to remember it's, you know, 23.5, 235 milligrams in a
[01:09:48.990 --> 01:09:51.950]  gram because one gram is a thousand milligrams.
[01:09:51.950 --> 01:09:54.750]  So I love it's not metric system, man.
[01:09:54.750 --> 01:09:56.590]  It's actually numbers that you can break down.
[01:09:57.390 --> 01:09:58.590]  Metrics nothing's round.
[01:10:00.190 --> 01:10:01.710]  Long live the imperial.
[01:10:01.710 --> 01:10:04.590]  So no, that's another show.
[01:10:05.390 --> 01:10:06.510]  Oh, shoot.
[01:10:06.510 --> 01:10:08.110]  I got my yardstick over there.
[01:10:17.110 --> 01:10:18.310]  What was that, Jeff?
[01:10:18.310 --> 01:10:24.470]  You're saying I've seen some people get confused where they'll get a gram syringe.
[01:10:24.550 --> 01:10:32.550]  I'll see some people get confused where they'll have a gram syringe of like RSO.
[01:10:33.750 --> 01:10:36.150]  But that's a gram.
[01:10:36.150 --> 01:10:38.870]  Yeah, a gram is a thousand milligrams by weight.
[01:10:39.750 --> 01:10:46.070]  But your potency, for instance, of that RSO isn't going to be a thousand milligrams.
[01:10:46.070 --> 01:10:48.950]  It's like a full spectrum product.
[01:10:48.950 --> 01:10:51.030]  So there's other constituents there, too.
[01:10:51.110 --> 01:10:56.310]  Flavonoids, flaxseeds, lipids, all that other good stuff in there.
[01:10:56.310 --> 01:10:59.510]  So it's going to be more along the lines of like 60 or 70 percent.
[01:11:01.270 --> 01:11:06.870]  You have to make sure that those you're, you know what you're doing with your math.
[01:11:06.870 --> 01:11:09.030]  So like you said, it's all available online.
[01:11:11.030 --> 01:11:11.750]  Especially with the RSO.
[01:11:11.750 --> 01:11:17.430]  Just make sure that you're mindful of not putting, or vice versa, you know, because
[01:11:17.430 --> 01:11:18.710]  that's a huge difference.
[01:11:19.670 --> 01:11:23.270]  Yeah, with RSO, you definitely want to get the math right.
[01:11:23.990 --> 01:11:28.150]  And I guess that leads to, you know, like the next question, something that I'm just
[01:11:28.150 --> 01:11:31.110]  pondering myself, because it's a question I get a lot.
[01:11:31.110 --> 01:11:35.190]  It's a question I'm sure everybody in this space gets a lot.
[01:11:35.190 --> 01:11:39.430]  And none of us are doctors, and I don't expect any of us to have an answer.
[01:11:39.430 --> 01:11:41.590]  It's just all kind of opinion or thoughts.
[01:11:41.590 --> 01:11:45.430]  But, you know, I get asked a lot of time, what's the best strain for pain?
[01:11:45.590 --> 01:11:47.270]  You know, what can I take for pain?
[01:11:47.270 --> 01:11:49.030]  And granted, there's different kinds of pain.
[01:11:49.030 --> 01:11:52.310]  There's muscle pain, there's joint pain, there's nerve pain.
[01:11:52.310 --> 01:11:58.470]  So just pain in itself isn't a true, like, you can't answer it because there's different
[01:11:58.470 --> 01:11:59.030]  routes.
[01:11:59.030 --> 01:12:03.830]  But the point that I'm trying to get to is somebody brought up the other day with me,
[01:12:03.830 --> 01:12:06.150]  is they're like, you know, edibles.
[01:12:06.710 --> 01:12:10.070]  So, you know, there's different ways of consuming it.
[01:12:10.070 --> 01:12:12.950]  And, you know, when somebody says, well, you know, what's the right culture for it?
[01:12:13.190 --> 01:12:16.630]  You know, when somebody says, well, you know, what's the right cultivar for pain for me?
[01:12:17.510 --> 01:12:20.710]  I usually start thinking about, well, you really want to look at terpenes.
[01:12:22.150 --> 01:12:23.190]  But what do you think?
[01:12:24.070 --> 01:12:28.630]  As far as, you know, when you hear that question, be like, well, you should really try edibles.
[01:12:28.630 --> 01:12:29.910]  Like, I don't know.
[01:12:29.910 --> 01:12:31.110]  Does that make sense to you guys?
[01:12:31.110 --> 01:12:32.870]  Because it kind of made sense.
[01:12:32.870 --> 01:12:34.630]  And I'm still kicking that around in my head.
[01:12:34.630 --> 01:12:41.430]  I'm like, well, yeah, I guess if somebody's going to ask me for flour, for pain, edibles
[01:12:41.430 --> 01:12:44.550]  seem to kind of be more of a full body thing for me.
[01:12:44.550 --> 01:12:47.510]  I don't know if that's your experience or people you've talked to.
[01:12:47.510 --> 01:12:49.350]  But what do you think of that question?
[01:12:51.270 --> 01:12:51.910]  It's a long one.
[01:12:52.470 --> 01:12:53.030]  I don't know.
[01:12:53.030 --> 01:12:53.670]  I'll go with you.
[01:12:53.670 --> 01:12:54.170]  I think.
[01:12:54.470 --> 01:12:55.510]  Oh, go ahead, Jeff.
[01:12:56.070 --> 01:12:58.390]  Oh, I was gonna say go for it, John.
[01:12:58.390 --> 01:12:58.950]  Go ahead, John.
[01:13:00.070 --> 01:13:03.990]  I was gonna say, I think that, what was the question again?
[01:13:06.710 --> 01:13:11.110]  No, it's when somebody says, you know, recommend me a good cultivar for pain.
[01:13:11.510 --> 01:13:15.190]  Should I just automatically be like, well, instead of smoking that flour, if you really
[01:13:15.190 --> 01:13:19.190]  have, you know, like that deep pain, edibles might be actually better for you.
[01:13:20.390 --> 01:13:21.270]  Is it a wild thought?
[01:13:21.270 --> 01:13:23.510]  I mean, I don't think it's a wild thought.
[01:13:23.510 --> 01:13:27.590]  I think that you should medicate in more than just one way if you're trying to treat something,
[01:13:27.590 --> 01:13:36.150]  because like, certainly people that have really bad pain or, you know, you know, might want
[01:13:36.150 --> 01:13:37.190]  to medicate many ways.
[01:13:37.190 --> 01:13:40.550]  They might want something with that quick onset because they need that relief right
[01:13:40.550 --> 01:13:41.050]  away.
[01:13:43.030 --> 01:13:51.190]  So I think it's good to medicate in, I mean, and they've also like the suppositories, like
[01:13:51.190 --> 01:13:53.270]  for people with cancer is a really big thing.
[01:13:53.270 --> 01:13:56.630]  Like, it depends on where you want that medicine to be as well.
[01:13:57.670 --> 01:14:03.430]  So there's many benefits for, you know, I guess that are topical or whatever you're
[01:14:03.430 --> 01:14:09.830]  trying to, you know, but the pain, I think really boils down to more THC.
[01:14:09.830 --> 01:14:11.430]  Everybody's like, oh, is that CBD?
[01:14:11.430 --> 01:14:12.390]  Is this CBD cream?
[01:14:13.030 --> 01:14:13.670]  And it's great.
[01:14:13.670 --> 01:14:14.470]  That's the modulator.
[01:14:14.470 --> 01:14:15.830]  That's the tonifier.
[01:14:15.830 --> 01:14:19.990]  But if it doesn't have the full entourage of all the other things, and I really think
[01:14:19.990 --> 01:14:25.190]  it's the THC that is the one that's the most, that's analgesic, that's not not susceptible,
[01:14:25.190 --> 01:14:27.350]  that's anti-inflammatory.
