[00:00.000 --> 00:02.000]  1003
[01:03:58.290 --> 01:04:04.610]  There's some skunk in it for sure, but it's not uh, it's definitely not like the roadkill skunk, you know that
[01:04:05.170 --> 01:04:07.650]  Most guys are talking about these days. Um
[01:04:08.770 --> 01:04:15.250]  But but yeah, I mean it's uh, it's nice flower. There's certainly nothing wrong with it. Uh for me, it's just
[01:04:16.530 --> 01:04:22.370]  You know, nothing stands out, uh, particularly in in an amazing way for me. Um
[01:04:23.410 --> 01:04:29.970]  But I mean it's it's a breeding block, uh, almost like northern whites, you know, it's in almost everything
[01:04:30.690 --> 01:04:36.770]  That we're smoking today. Um, I think a big part of that is the resin, uh the color, you know
[01:04:36.850 --> 01:04:41.410]  It can have really beautiful color. Um, and and the bud formation as well
[01:04:42.290 --> 01:04:44.290]  Just really nice structure
[01:04:44.370 --> 01:04:46.130]  so
[01:04:46.130 --> 01:04:49.970]  Was there was there a specific uh part of the skunk one that you were curious about brian or?
[01:04:50.770 --> 01:04:54.610]  No, I was just uh, I was wanting to kind of let people see like how you you know
[01:04:54.610 --> 01:04:59.410]  Just I feel like how reviews should be of cannabis like how you kind of kick this off where people are like yo
[01:04:59.410 --> 01:05:02.370]  This is fire. This is dank and then it's like okay great
[01:05:02.770 --> 01:05:07.890]  Um, but you know, you're taking it to the next level and I feel like you're articulating it so that people can understand what you're saying
[01:05:07.970 --> 01:05:08.850]  so like
[01:05:08.850 --> 01:05:13.030]  Uh for for me again in colorado, you know, there's a lot of people from california. So the sfv
[01:05:13.830 --> 01:05:19.430]  Uh, you want to break that one down because that was something for us that did really well for a long time the golden goat
[01:05:19.510 --> 01:05:22.310]  The blue dreams. I mean some of these ones that you're talking about today
[01:05:22.310 --> 01:05:28.150]  We're definitely staples in our garden and for for reasons, uh that I feel like, you know, you're explaining today
[01:05:29.190 --> 01:05:33.830]  I would say for the most part I didn't I never had the real cut of blue dreams or I never had the real cut of
[01:05:34.630 --> 01:05:35.910]  gg4
[01:05:35.910 --> 01:05:37.910]  Uh back in the day. I was sure
[01:05:38.550 --> 01:05:40.950]  You know one of those guys pushing stuff that I thought was real
[01:05:41.910 --> 01:05:45.830]  Sure, yeah, right. That's pretty funny. Yeah. Um
[01:05:47.670 --> 01:05:50.470]  Yeah, I mean, you know people I think need uh
[01:05:51.270 --> 01:05:54.710]  I'm, not i'm not sure if it's practice or what but um
[01:05:55.350 --> 01:05:57.350]  You know what I do when I sit down
[01:05:57.910 --> 01:06:02.870]  To be able to articulate all these things. I mean it it really does take some effort, you know
[01:06:02.870 --> 01:06:06.390]  I mean it's not like I sit down with a bud once
[01:06:07.270 --> 01:06:10.310]  And pop the jar and then write a whole review
[01:06:10.950 --> 01:06:12.070]  um
[01:06:12.070 --> 01:06:14.550]  Because I you know, I I really can't flesh out
[01:06:15.830 --> 01:06:18.310]  That much just about that little experience. So
[01:06:18.950 --> 01:06:20.550]  so I like to
[01:06:20.550 --> 01:06:25.670]  You know, i'll write a review after weeks of smoking something taking notes
[01:06:26.390 --> 01:06:27.430]  um
[01:06:27.430 --> 01:06:32.150]  you know every time I smoke it i'll take notes on the smell the taste the effects and
[01:06:33.030 --> 01:06:38.230]  You'll have different things pop at different times, you know, if it's maybe it's a little warmer day out
[01:06:38.310 --> 01:06:43.910]  You've got different turps that are volatizing and you pop the jar and you're going to notice notes
[01:06:44.310 --> 01:06:45.910]  um that you don't
[01:06:45.910 --> 01:06:49.110]  Don't notice maybe when you're inside your air-conditioned house
[01:06:50.390 --> 01:06:52.150]  you know if you're
[01:06:52.150 --> 01:06:56.230]  If you eat like a consistent diet, you you might be
[01:06:56.790 --> 01:06:57.910]  uh
[01:06:57.910 --> 01:06:59.910]  kind of excluding certain
[01:07:00.550 --> 01:07:02.550]  Aromas or not noticing them
[01:07:03.030 --> 01:07:06.070]  because you're conditioned, you know to certain things and then
[01:07:07.030 --> 01:07:12.470]  You go have this with your buddy or whatever and you know, they're like, oh dude it smells exactly like
[01:07:13.110 --> 01:07:15.670]  you know apples or whatever and
[01:07:16.710 --> 01:07:21.110]  All of a sudden it clicks and you're like dude. I didn't even notice that but this totally you know, that's what it is
[01:07:21.110 --> 01:07:22.950]  It's apples. Um
[01:07:22.950 --> 01:07:24.230]  so
[01:07:24.230 --> 01:07:26.390]  You know, I mean really to get to know
[01:07:27.030 --> 01:07:30.230]  These strains well enough, um to be able to write a review
[01:07:30.710 --> 01:07:35.690]  I do you usually have like an extended experience with the strain in different contexts
[01:07:37.270 --> 01:07:39.590]  To really see what's consistent about it
[01:07:41.190 --> 01:07:46.870]  What only comes out at certain times you'll find you know things that are really unique about it like
[01:07:47.590 --> 01:07:48.630]  um
[01:07:48.630 --> 01:07:53.670]  Like there's some limepop kush sky jarrow that's on my blog. Um that
[01:07:54.470 --> 01:07:57.510]  Uh, I I recently took out a jar from my freezer
[01:07:58.470 --> 01:08:00.470]  um to smoke and
[01:08:01.110 --> 01:08:05.270]  I mean, that's that weed i've i've just recently noticed this but it's like
[01:08:06.390 --> 01:08:10.310]  I'm, so forgetful on that bud. It's unbelievable and I
[01:08:11.030 --> 01:08:13.990]  You know, I can't smoke that particular strain
[01:08:14.790 --> 01:08:15.910]  um
[01:08:15.910 --> 01:08:18.310]  At any other time other than right before bed
[01:08:19.270 --> 01:08:25.110]  Uh, unless I want to you know, i'll end up losing things not getting things done. Um, just kind of being a general
[01:08:25.990 --> 01:08:33.190]  uh, probably not as good person to like the people around me because you know, you're just like not as considerate not as uh, mindful of
[01:08:34.150 --> 01:08:36.710]  how you're affecting everybody and how things are going and
[01:08:37.350 --> 01:08:42.070]  You know, I mean I I just went camping and I was smoking that weed and I lost like three or four different things
[01:08:42.070 --> 01:08:44.070]  like I never lose anything like
[01:08:44.310 --> 01:08:45.350]  um
[01:08:45.350 --> 01:08:49.190]  You know that that's something that you smoke at once and you might just say. Oh, yeah
[01:08:49.190 --> 01:08:51.750]  You know, I was really stoned like sure I forgot something
[01:08:52.230 --> 01:08:58.790]  But when you smoke it like 10 times and then every time you're like super spaced out, um,
[01:08:59.510 --> 01:09:01.510]  Right. That's when you know. Oh
[01:09:01.910 --> 01:09:04.230]  That strain will do that every time
[01:09:04.950 --> 01:09:06.070]  um
[01:09:06.070 --> 01:09:09.590]  So, you know to be able to articulate all these different things
[01:09:10.230 --> 01:09:11.350]  uh
[01:09:11.350 --> 01:09:14.630]  I mean part of that is you know, there is a lot of effort involved like
[01:09:15.190 --> 01:09:19.350]  um, really noting what's unique about the experience and and um,
[01:09:19.670 --> 01:09:23.510]  And keeping track of that over time as well, so
[01:09:24.870 --> 01:09:31.110]  Well, you're definitely helping quickly. Were you just talking about the lime one jar? Oh, uh, lime pop kush
[01:09:32.150 --> 01:09:34.150]  Okay. Yep
[01:09:34.550 --> 01:09:35.510]  Yeah
[01:09:35.510 --> 01:09:37.510]  And real quick. Did you want to break down the sfv?
[01:09:38.470 --> 01:09:42.470]  Oh, yeah, we can do that. That is one of my favorite ogs of all time
[01:09:42.470 --> 01:09:45.190]  So I definitely feel like that is one of the classics
[01:09:45.270 --> 01:09:48.950]  There's even a place in colorado called shanahan's where I would smoke that out out
[01:09:49.190 --> 01:09:53.110]  At front and then lawyers and doctors would come over and be like, hey, can I hit that real quick?
[01:09:53.670 --> 01:09:55.670]  You know, so you knew it was something special
[01:09:56.230 --> 01:10:01.350]  Totally man. No, that's uh, it's a really special cut. I mean one of one of my favorite ogs for sure
[01:10:02.390 --> 01:10:03.430]  um
[01:10:03.430 --> 01:10:09.110]  Debatably, you know, I guess the ghost and triangle but to to me the ghost triangle and sfv
[01:10:09.110 --> 01:10:13.990]  I mean that's like the holy trinity of of uh og cuts right there. Um
[01:10:14.070 --> 01:10:16.070]  I think the the san fernando
[01:10:17.110 --> 01:10:22.310]  Might be my favorite because um what i've noticed about that one is with the effect
[01:10:23.510 --> 01:10:28.950]  Um, you know, it does have the characteristic og stone. It's very potent
[01:10:29.510 --> 01:10:32.950]  Gets you very high like it's a very strong head effect, but
[01:10:33.670 --> 01:10:36.950]  Not like a classic sativa by any means. Um
[01:10:37.830 --> 01:10:42.390]  And you know long lasting all that stuff like every ever almost everyone loves og right?
[01:10:42.470 --> 01:10:48.650]  And but the san fernando has this kind of added dimension, I think to it where it is really euphoric
[01:10:49.270 --> 01:10:52.550]  And it makes me like really giggly and happy
[01:10:53.350 --> 01:10:54.870]  and
[01:10:54.870 --> 01:10:56.870]  Just like really friendly. Um
[01:10:57.830 --> 01:11:04.150]  So, you know that one to me like is a perfect one for like, oh you're going camping with friends and stuff like
[01:11:05.110 --> 01:11:10.390]  Very relaxing very happy, you know, you're real smiley just easygoing
[01:11:10.790 --> 01:11:16.310]  You know, it kind of puts you on island time, um, it's just like life is good bud, um
[01:11:17.750 --> 01:11:20.550]  And the you know the flavor, uh
[01:11:21.830 --> 01:11:26.470]  It's definitely the og sour fuel. I might I might have to look at my blog to see you know
[01:11:26.470 --> 01:11:28.470]  Exactly how it's nuanced. I'm not sure
[01:11:29.510 --> 01:11:33.430]  If i've got it on memory, but I know that I know the san fernando is a little bit more citrusy
[01:11:33.990 --> 01:11:38.390]  Than most og um, like a lot of those cuts come off of the og
[01:11:38.390 --> 01:11:41.290]  Like a lot of those cuts come off very astringent
[01:11:42.390 --> 01:11:45.430]  very uh, like kind of aggressive, um
[01:11:45.990 --> 01:11:51.990]  And the san fernando is almost toned back a little bit with that citrus. It like brightens things up. It's not the
[01:11:52.790 --> 01:11:58.070]  Not the lemon pine sol as much it is as it is like a lemon slice kind of thing
[01:11:58.630 --> 01:12:00.070]  um
[01:12:00.070 --> 01:12:06.650]  And you know, I mean i've even had uh, some samples of san fernando that maybe even had like a tiny bit of orange
[01:12:07.610 --> 01:12:08.730]  Um
[01:12:08.730 --> 01:12:14.250]  In there, you know instead of lemon, but but yeah, no, it's it's a really amazing cut. Um,
[01:12:14.890 --> 01:12:16.970]  I love just about everything about it
[01:12:18.010 --> 01:12:20.650]  uh as far as the consumer standpoint, so
[01:12:21.210 --> 01:12:22.330]  um
[01:12:22.330 --> 01:12:26.890]  Yeah, one of one of the best it's just got that classic kind of california like
[01:12:27.690 --> 01:12:29.210]  sweet skunky
[01:12:29.210 --> 01:12:32.490]  Smell, you know when you walk down the beach in california and you get that like
[01:12:33.450 --> 01:12:35.450]  sweet skunk hit in the face, um
[01:12:36.090 --> 01:12:38.890]  The san fernando comes to mind when I think about that
